protein_path,ligand
./data/8efo_cleaned.pdb,Cc1ccc(S(=O)(=O)N2CCOCC2)cc1NC(=O)CNCc1cccnc1.O=C(O)C(=O)O
./data/8efo_cleaned.pdb,CCN(CC)C(=O)c1ccc(N(c2cccc(OC)c2)C2CCN(CCc3ccoc3)CC2)cc1
./data/8efo_cleaned.pdb,C[C@H]1C2Cc3ccc(C(N)=O)cc3[C@@]1(C)CCN2CC1CC1
./data/8efo_cleaned.pdb,CCC(=O)N(CCCCCN1CCC(Cc2ccccc2)CC1)c1ccc(OC)cc1
./data/8efo_cleaned.pdb,Cl.Oc1ccc(CCN(CCc2cccc(O)c2)CC2CC2)cc1
./data/8efo_cleaned.pdb,O=C(O)C(CCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)(c1ccccc1)c1ccccc1
./data/8efo_cleaned.pdb,O=C(CCCCCCCCC(=O)Oc1ccc2c3c1O[C@H]1[C@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314)Oc1ccc2c(c1)[C@@]13CCCCC1[C@@H](C2)N(CC1CCC1)CC3
./data/8efo_cleaned.pdb,C[C@@H]1CN2CCN(Cc3cccc(OCc4ccccc4)c3)C[C@@H]2C[C@]1(C)c1cccc(O)c1
./data/8efo_cleaned.pdb,CCC(=O)N(CC1(N2CCN(Cc3ccccc3)CC2)CC1)c1cccc(F)c1
./data/8efo_cleaned.pdb,COc1ccc2c3c1O[C@@H]1[C@]34CCN(CC3CC3)[C@H](C2)[C@]42CC[C@@]1(OC)[C@@H](COCc1ccc3ccccc3c1)C2
./data/8efo_cleaned.pdb,C[C@@H](CN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)N(Cc1ccccc1)C(=O)C1CC1
./data/8efo_cleaned.pdb,CCCC1CCC(N2CCC(N3c4ccccc4CNS3(=O)=O)CC2)CC1
./data/8efo_cleaned.pdb,O=C(N[C@]12CCC(=O)[C@H]3Oc4c(O)ccc5c4[C@]31CCN(CC1CC1)[C@H]2C5)c1ccccc1
./data/8efo_cleaned.pdb,Oc1ccc2c3c1O[C@@H]1c4ncc(-c5ccccc5)cc4C[C@]4(OCCCc5ccc(F)cc5)[C@H](C2)N(CC2CC2)CC[C@@]314
./data/8efo_cleaned.pdb,CC1(C)OC2(CCN(CCc3ccccc3)CC2)CN(c2ccccc2)C1=O
./data/8efo_cleaned.pdb,CN(C)C1(CC2CCCC2)CCC(c2ccccc2)(N(C)C(=O)/C=C/c2ccccc2)CC1
./data/8efo_cleaned.pdb,Oc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(CC1CC1)CC3
./data/8efo_cleaned.pdb,O=C(Nc1nc2cccnc2n1CCN1CCCC1)c1ccc(Cl)cc1
./data/8efo_cleaned.pdb,COc1ccc(CN(C)CCCNC(=O)c2ccc3ccccc3c2)cc1OC
./data/8efo_cleaned.pdb,C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](Cc2ccccc2)C(=O)N1C
./data/8efo_cleaned.pdb,CCCCN(CCCC)C(=O)CN1C[C@H](c2cc(OC)c3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1CC(C)(C)CCC.Cl
./data/8efo_cleaned.pdb,Oc1ccc2c3c1O[C@@H]1c4ncc(-c5ccc(Cl)cc5)cc4C[C@]4(OCc5ccccc5)[C@H](C2)N(CC2CC2)CC[C@@]314
./data/8efo_cleaned.pdb,CC[C@H]1CN2CC[C@]3(O)C(=Nc4cccc(-c5ccoc5)c43)[C@H]2C[C@H]1/C(=C\OC)C(=O)OC
./data/8efo_cleaned.pdb,COc1ccc(C)c(OC(CCN2CCC(n3c(=O)[nH]c4ccccc43)CC2)C(C)C)c1
./data/8efo_cleaned.pdb,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
./data/8efo_cleaned.pdb,c1ccc([C@@]2(CCNCC3CCCC3)CCOC3(CCCC3)C2)nc1
./data/8efo_cleaned.pdb,Cc1ccc(Cl)c(OC(CCN2CCC(n3c(O)nc4ccccc43)CC2)C(C)C)c1
./data/8efo_cleaned.pdb,Cc1cc(C)cc(C2CCCN2Cc2ccc(Oc3ccc(C(N)=O)cc3F)c(F)c2)c1
./data/8efo_cleaned.pdb,CC(=O)NC1(C(=O)O)CCN(c2nc3ccccc3n([C@@H]3C[C@@H]4CC[C@H](C3)N4C3CCCCCCC3)c2=O)CC1
./data/8efo_cleaned.pdb,COc1ccc2c(c1)[C@]13CCN(C)C[C@@]1(C2)Cc1c([nH]c2ccccc12)C3
./data/8efo_cleaned.pdb,COc1cccc(CNc2ccc3c(c2)[C@]24CCCC[C@@H]2[C@H](C3)N(CC2CCC2)CC4)c1
./data/8efo_cleaned.pdb,CN(C)[C@]1(c2ccccc2)CC[C@]2(CC1)NCCc1c3ccccc3[nH]c12.Cl
./data/8efo_cleaned.pdb,C[C@@H]1CN2C[C@@H](c3ccccc3)N(Cc3ccccc3)C[C@@H]2C[C@]1(C)c1cccc(O)c1
./data/8efo_cleaned.pdb,Oc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(CC1CC1)CC3
./data/8efo_cleaned.pdb,CCCCN1Cc2ccccc2N(C2CCN(C3CCC(C(C)C)CC3)CC2)S1(=O)=O
./data/8efo_cleaned.pdb,Cc1cc(N)c2cc(NC(=O)c3ccccc3COc3ccc(CNCCCCNCc4ccc(OCc5ccccc5C(=O)Nc5ccc6nc(C)cc(N)c6c5)cc4)cc3)ccc2n1
./data/8efo_cleaned.pdb,CNC1(c2ccccc2)CCC2(CC1)OCCc1c2[nH]c2ccc(F)cc12
./data/8efo_cleaned.pdb,CN[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
./data/8efo_cleaned.pdb,C[C@H]1[C@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2Cc1ccccc1
./data/8efo_cleaned.pdb,COc1cccc(-c2nc(NC3CCCC3)c3ccccc3n2)c1O
./data/8efo_cleaned.pdb,Oc1ccc2c(c1)[C@]13CCN(CCc4ccccc4)[C@H](CC[C@@H]1O2)C3
./data/8efo_cleaned.pdb,CO[C@]12CC[C@@H](NCCC(=O)O)[C@H]3Oc4c(O)ccc5c4[C@]31CCN(C)[C@H]2C5
./data/8efo_cleaned.pdb,CN(C)C(=O)CCC[C@]12CCN(CC3CC3)[C@H](Cc3ccc(O)cc31)/C2=C\C(=O)O
./data/8efo_cleaned.pdb,C[C@H]1[C@H]2Cc3cc4sc(N)nc4cc3[C@@]1(C)CCN2CC1CCC1
./data/8efo_cleaned.pdb,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCCCC[18F])CC1
./data/8efo_cleaned.pdb,CO[C@]12CC[C@]3(C[C@H]1[C@@](C)(O)C(C)(C)C)[C@@H]1Cc4ccc(O)c5c4[C@]3(CCN1CC1CC1)[C@@H]2O5
./data/8efo_cleaned.pdb,O=C(O)[C@@H]1CN(CCNc2nc3ccccc3n([C@@H]3C[C@@H]4CC[C@H](C3)N4C3CCCCCCC3)c2=O)C[C@H]1C(=O)O
./data/8efo_cleaned.pdb,CN(C)C1(c2ccccc2)CCC2(CC1)OCCc1c2[nH]c2ccccc12
./data/8efo_cleaned.pdb,CO[C@]12CC[C@@]3(C[C@@H]1COCc1ccccc1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1)[C@H]2O5
./data/8efo_cleaned.pdb,O=C(Nc1ccccn1)C1=C(O)[C@H]2Oc3c(O)ccc4c3[C@]23CCN(CC2CC2)[C@@H](C4)[C@@]3(O)C1
./data/8efo_cleaned.pdb,OC1(c2ccccc2)CCN(C(c2ccccc2)c2ccc(C(F)(F)F)cc2)CC1
./data/8efo_cleaned.pdb,OC1(c2ccccc2)CC2CCC(C1)N2C(c1ccccc1)c1ccccc1
./data/8efo_cleaned.pdb,CCOC(=O)Cc1c2c(n(Cc3ccccc3)c1O)[C@H]1Oc3c(O)ccc4c3[C@]13CCN(C)[C@@H](C4)[C@@]3(O)C2
./data/8efo_cleaned.pdb,CC1CN(C/C(=C\c2ccccc2)C(=O)NCC(=O)O)CCC1(C)c1cccc(O)c1
./data/8efo_cleaned.pdb,CCc1cc(F)c2nc(N3CCC(N[C@H]4CCOC4)CC3)c(-c3nc(C)no3)cc2c1
./data/8efo_cleaned.pdb,NCc1ccccc1C1(O)CC2CCC(C1)N2C(c1ccccc1Cl)c1ccccc1Cl
./data/8efo_cleaned.pdb,CC(=O)N(C)C1(c2ccccc2)CCC(c2ccccc2)(N(C)C)CC1
./data/8efo_cleaned.pdb,CCNC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)C/C=C(\F)[C@@H](N)Cc1ccc(O)cc1
./data/8efo_cleaned.pdb,NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CCC4)[C@H](C2)[C@]1(O)CC[C@H](O)C3
./data/8efo_cleaned.pdb,CCn1cc(-c2ccccc2)c2c1[C@H]1Oc3c(O)ccc4c3[C@]13CCN(CC1CC1)C(C4)[C@@]3(O)C2
./data/8efo_cleaned.pdb,CCCC1O[C@](C)(C(C)(C)C)[C@H]2C[C@@]34CC[C@]2(O1)[C@@H]1Oc2c(O)ccc5c2[C@@]13CCN(CC1CC1)[C@@H]4C5
./data/8efo_cleaned.pdb,CCc1cc(F)c2nc(N3CCC(NC4CCOCC4)CC3)c(-c3nc(C)no3)c(C)c2c1
./data/8efo_cleaned.pdb,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)NCCN(CC1Cc2ccccc2CN1C(=O)[C@@H](N)Cc1ccc(O)cc1)[C@@H](Cc1ccccc1)C(=O)NC(CC1CCCCC1)C(=O)O
./data/8efo_cleaned.pdb,CCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(N)=O
./data/8efo_cleaned.pdb,CC(C)C[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O
./data/8efo_cleaned.pdb,CC(C)[C@H]1CC[C@@H](N2CCC3(CC2)[C@@H]2CN(C)C[C@@H]2CN3c2ccccc2)CC1
./data/8efo_cleaned.pdb,CNC(=O)Cn1c(=O)n(C2CCN(C3CCCCCC3)CC2)c2ccccc21
./data/8efo_cleaned.pdb,C[C@@H]1CN(CCCOC(=O)[C@@H]2Cc3ccc(O)cc3CN2)CC[C@]1(C)c1cccc(O)c1
./data/8efo_cleaned.pdb,C[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]2CCCN2C1=O
./data/8efo_cleaned.pdb,c1ccc(Nc2ccc3c(c2)[C@]24CCCC[C@@H]2[C@H](C3)N(CC2CCC2)CC4)cc1
./data/8efo_cleaned.pdb,NC(=O)[C@H]1CC(=O)NCCCC[C@H](NC(=O)[C@H](N)Cc2ccc(O)cc2)C(=O)N[C@H](Cc2ccccc2)C(=O)N2CCCC[C@@H]2C(=O)N1
./data/8efo_cleaned.pdb,O=C1C[C@@]23CCN(CC4CC4)[C@@H](Cc4ccc(O)cc42)[C@@]3(O)CC/C1=C/c1ccccc1
./data/8efo_cleaned.pdb,CN1C(=O)CNC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccc(O)cc2)CCCCNC(=O)C[C@@H](C(=O)N2CCC[C@@H]2C(=O)N[C@H](CCC(N)=O)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](Cc2ccccc2)C(N)=O)NC(=O)[C@H]1Cc1ccccc1
./data/8efo_cleaned.pdb,CC(C)C[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
./data/8efo_cleaned.pdb,CCC(=O)N(CCN1CCC(Cc2ccccc2)CC1)c1ccc(F)cc1
./data/8efo_cleaned.pdb,O=C(O[C@]12Cc3cc(-c4ccc(Cl)cc4)cnc3[C@H]3Oc4c(O)ccc5c4[C@]31CCN(CC1CC1)[C@H]2C5)c1ccccc1
./data/8efo_cleaned.pdb,CN1/C(=C/C=C/C2=[N+](CCCCCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCCCNC(=N)Nc3ccc4[nH]c5c(c4c3)C[C@]3(O)[C@@H]4Cc6ccc(O)c7c6[C@]3(CCN4CC3CC3)[C@@H]5O7)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)O)ccc21
./data/8efo_cleaned.pdb,CNC(=O)COCC(=O)NCCCCCCCNC(=O)COCC(=O)N[C@H]1CC[C@]2(O)[C@@H]3Cc4ccc(O)c5c4[C@]2(CCN3CC2CC2)[C@@H]1O5
./data/8efo_cleaned.pdb,O=C1N(c2cccnc2C(F)(F)F)CC2(CCN(CCc3ccccc3F)CC2)OC12CC2
./data/8efo_cleaned.pdb,COCCOCCOCCOCCOCCOCCOCCOCCOCCO[C@H]1CC[C@@]2(O)C3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5
./data/8efo_cleaned.pdb,C=C(C(N)=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)c1cccc2ccccc12
./data/8efo_cleaned.pdb,Nc1nc2c(s1)C[C@H]1[C@H]3Cc4ccc(O)cc4[C@@]1(CCN3CC1CC1)C2
./data/8efo_cleaned.pdb,Oc1ccc2c(c1)[C@@]13CCN(CC4CC4)[C@H](C2)[C@@]1(O)Cc1cc2ccccc2nc1C3
./data/8efo_cleaned.pdb,C[C@H]1CN(CCc2ccccc2)[C@H](CCNC(=O)c2ccccc2)C[C@@]1(C)c1cccc(O)c1
./data/8efo_cleaned.pdb,OC1(c2cccc(F)c2)CCN(C(c2ccccc2)c2ccccc2)CC1
./data/8efo_cleaned.pdb,CN(C)C(=O)C(CCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)(c1ccccc1)c1ccccc1
./data/8efo_cleaned.pdb,O=C(/C=C/c1ccccc1Cl)N[C@]12CCC(=O)[C@H]3Oc4c(O)ccc5c4[C@]31CCN(CC1CC1)[C@H]2C5
./data/8efo_cleaned.pdb,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)O
./data/8efo_cleaned.pdb,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)CC(C)(C)c1ccccc1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5
./data/8efo_cleaned.pdb,Oc1ccc2c(c1)[C@]13CCN(CC4CC4)C[C@@]1(C2)Cc1c([nH]c2ccccc12)C3
./data/8efo_cleaned.pdb,O=C1N[C@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@H]1Cc1ccc(F)cc1
./data/8efo_cleaned.pdb,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2c2[nH]c4ccccc4c2C[C@@]3(NCCCc2ccccc2)C1C5
./data/8efo_cleaned.pdb,Fc1ccc2c(c1)[C@@]1(CN2)C[C@@H]2CC[C@H](C1)N2C(c1ccccc1Cl)c1ccccc1Cl
./data/8efo_cleaned.pdb,C[C@H](NC(=O)CNC(=O)[C@H](Cc1cccc2ccccc12)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(N)=O
./data/8efo_cleaned.pdb,COc1ccc2c3c1O[C@@H]1[C@]34CCN(CC3CC3)[C@H](C2)[C@]42CC[C@@]1(OC)[C@@H](C(C)(C)OCc1ccccc1)C2
./data/8efo_cleaned.pdb,CC1[C@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2[C@H](C)C1CC1
./data/8efo_cleaned.pdb,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
./data/8efo_cleaned.pdb,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@@H](C)C(=O)NCC(=O)N(C)[C@@H](Cc1ccc(F)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCc1cc(C(F)(F)F)cc(C(F)(F)F)c1
./data/8efo_cleaned.pdb,O=C(O)CN1CCC[C@H]1Cc1nc2ccccc2n1[C@@H]1C[C@@H]2CCC[C@H](C1)N2[C@H]1C[C@H]2CCCC[C@H](C2)C1
./data/8efo_cleaned.pdb,COc1ccc2c3c1O[C@@H]1[C@]34CCN(CC3CC3)[C@H](C2)[C@]42CC[C@@]1(OC)[C@@H](COCc1ccc(C(O)CO)cc1)C2
./data/8efo_cleaned.pdb,C[C@@H](CN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)N(Cc1ccccc1)C(=O)C1CCCCC1
./data/8efo_cleaned.pdb,O=C(CCCCCCCCC(=O)Oc1ccc2c(c1)[C@@]13CCCCC1[C@@H](C2)N(CC1CC1)CC3)Oc1ccc2c(c1)[C@@]13CCCCC1[C@@H](C2)N(CC1CCC1)CC3
./data/8efo_cleaned.pdb,C[C@@H]1[C@@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2CCC(=O)N(C)C(c1ccccc1)c1ccccc1
./data/8efo_cleaned.pdb,COc1ccc2cc(CCNC(=O)c3ccc4c(c3)C3(C)CCN(CC5CC5)C(C4)C3C)ccc2c1
./data/8efo_cleaned.pdb,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O
./data/8efo_cleaned.pdb,C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](Cc2ccccc2)C(=O)N1C
./data/8efo_cleaned.pdb,C[C@H]1CN(CCC(=O)N(Cc2ccccc2)[C@@H](Cc2ccccc2)C(=O)O)CC[C@@]1(C)c1cccc(O)c1
./data/8efo_cleaned.pdb,Cl.Oc1cccc(CCN(CCc2ccccc2)CC2CCC2)c1F
./data/8efo_cleaned.pdb,CC(C)N[C@@H]1CCn2c(=O)[nH]c3cccc(c32)[C@H]1O.Cl
./data/8efo_cleaned.pdb,O=C(CCCCCCCCC(=O)Oc1ccc2c(c1)[C@@]13CCCCC1[C@@H](C2)N(C[C@@H]1CCCO1)CC3)Oc1ccc2c(c1)[C@@]13CCCCC1[C@@H](C2)N(C[C@@H]1CCCO1)CC3
./data/8efo_cleaned.pdb,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)C/C=C(\F)[C@@H](N)Cc1ccc(O)cc1)C(N)=O
./data/8efo_cleaned.pdb,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O
./data/8efo_cleaned.pdb,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)C/C=C(\F)[C@@H](N)Cc1ccc(O)cc1)C(N)=O
./data/8efo_cleaned.pdb,CC(C)CC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)CC1CCCCC1
./data/8efo_cleaned.pdb,CC(C)Oc1ccc(C(C)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)cc1
./data/8efo_cleaned.pdb,COc1ccc(C)c(OC(CCN2CCC(n3c(=O)[nH]c4ccccc43)CC2)C(C)C)c1
./data/8efo_cleaned.pdb,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(C(N)=O)c(O)c4[C@@]2(CCN3CC2CCC2)C1
./data/8efo_cleaned.pdb,Br.CNc1nc2c(s1)C[C@H]1[C@H]3Cc4ccc(O)cc4[C@@]1(CCN3CC1CC1)C2
./data/8efo_cleaned.pdb,CC(=O)N[C@H]1Cc2ccc(cc2)OC/C=C/COc2ccc(cc2)C[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCCN)C(N)=O)NC1=O
./data/8efo_cleaned.pdb,CO[C@]12CC[C@@]3(C[C@@H]1COCc1ccccc1)[C@H]1Cc4ccc(F)c5c4[C@@]3(CCN1C)[C@H]2O5
./data/8efo_cleaned.pdb,CN(C)c1ccccc1-c1cnc2c(c1)C[C@]1(OCCCc3ccccc3)[C@@H]3Cc4ccc(O)c5c4[C@]1(CCN3CC1CC1)[C@@H]2O5
./data/8efo_cleaned.pdb,Oc1cccc(CCN(CCc2ccccc2)CC2CC2)c1
./data/8efo_cleaned.pdb,CO[C@]12Cc3cc(-c4ccc(Cl)cc4)cnc3[C@H]3Oc4c(O)ccc5c4[C@]31CCN(C)[C@H]2C5
./data/8efo_cleaned.pdb,O=C(NCC1NCCc2ccccc21)N1CCOCC1
./data/8efo_cleaned.pdb,COc1ccsc1CNCC[C@]1(c2ccccn2)CCOC2(CCCC2)C1
./data/8efo_cleaned.pdb,COc1ccc2c3c1O[C@@H]1C(=O)CC[C@]4(NC(=O)/C=C/c5ccccc5Cl)[C@H](C2)N(C)CC[C@@]314
./data/8efo_cleaned.pdb,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(C(N)=O)c(O)c4[C@@]2(CCN3CC=C(C)C)C1
./data/8efo_cleaned.pdb,CC[C@](O)([C@H]1C[C@@]23C=C[C@]1(OC)[C@@H]1Oc4c(O)ccc5c4[C@@]12CCN(CC1CC1)[C@@H]3C5)C(C)(C)C
./data/8efo_cleaned.pdb,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
./data/8efo_cleaned.pdb,Cc1ccc(C(=O)NCC2c3ccccc3CCN2C)cc1
./data/8efo_cleaned.pdb,C[C@@H]1CN2CCCN(Cc3ccccc3)C[C@@H]2C[C@]1(C)c1cccc(O)c1
./data/8efo_cleaned.pdb,O=c1[nH]c2c(Cl)cccc2n1C1CCN(Cc2ccccc2Cl)CC1
./data/8efo_cleaned.pdb,Cc1ccc(N2CNC(=O)C23CCN(C2Cc4cccc5cccc2c45)CC3)cc1
