protein_path,ligand
./data/8efo_cleaned.pdb,C[C@H]1CN(CCC(=O)N[C@@H](CCc2ccccc2)C(=O)O)CC[C@@]1(C)c1cccc(O)c1
./data/8efo_cleaned.pdb,C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)NCCO
./data/8efo_cleaned.pdb,O=C(NC(CO)C(=O)O)c1nc2ccccc2n([C@@H]2C[C@@H]3CC[C@H](C2)N3C2CCCCCCC2)c1=O
./data/8efo_cleaned.pdb,COc1ccc2c3c1O[C@@H]1[C@]34CCN(C)[C@H](C2)[C@]42CC[C@@]1(OC)[C@@H](COCc1ccncc1)C2
./data/8efo_cleaned.pdb,O=C(C1CC1)N(Cc1ccccc1)C1CCN(CCc2ccccc2)CC1
./data/8efo_cleaned.pdb,O=C(O)CN1CCC[C@@H]1c1nc2ccccc2n1[C@@H]1C[C@@H]2CCC[C@H](C1)N2[C@H]1C[C@H]2CCCC[C@H](C2)C1
./data/8efo_cleaned.pdb,CC(C)N[C@@H]1CCn2c(=O)[nH]c3cccc(c32)[C@H]1O.Cl
./data/8efo_cleaned.pdb,C[C@H]1CN(CCc2ccccc2)CC[C@@]1(C)c1cccc(N)c1
./data/8efo_cleaned.pdb,C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)NCCO
./data/8efo_cleaned.pdb,Cc1ccc([C@]2(O)CCCC[C@H]2N2CCC3(CC2)C(=O)NCN3c2ccccc2)cc1
./data/8efo_cleaned.pdb,CN1CC[C@]23c4c5ccc(OC(=O)CCCCCCCCC(=O)Oc6ccc7c(c6)[C@@]68CCCCC6[C@@H](C7)N(CC6CCC6)CC8)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
./data/8efo_cleaned.pdb,C=CCNc1nc2ccccc2n(C2CCN(C3CCCCCCC3)CC2)c1=O
./data/8efo_cleaned.pdb,Fc1ccc2[nH]cc(C3CCN(C4Cc5cccc6cccc4c56)CC3)c2c1
./data/8efo_cleaned.pdb,CC(C)c1nnc(CCNC(=O)COCC(=O)NCCCCCCCNC(=O)COCC(=O)N[C@H]2CC[C@]3(O)[C@@H]4Cc5ccc(O)c6c5[C@]3(CCN4CC3CC3)[C@@H]2O6)n1C1C[C@@H]2CC[C@H](C1)N2CC[C@@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1
./data/8efo_cleaned.pdb,OC(COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(CC1CCC1)CC3)COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(CC1CCC1)CC3
./data/8efo_cleaned.pdb,CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)O
./data/8efo_cleaned.pdb,OC1(c2ccccc2)CCN(C(c2ccccc2)c2ccccc2Cl)CC1
./data/8efo_cleaned.pdb,COCCN(C(=O)Cc1ccc(Cl)cc1)C1c2ccccc2C=CC1N1CCN(c2ccccc2)CC1
./data/8efo_cleaned.pdb,Clc1ccc(CN2CCN(c3ccccc3)CC2)cn1
./data/8efo_cleaned.pdb,CC(C)[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCc1ccccc1
./data/8efo_cleaned.pdb,COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@H]([C@@H]3CCOC3)C[C@]21C
./data/8efo_cleaned.pdb,NC(=O)c1ccc(Oc2ccc(CNCCc3ccccc3)cc2)cn1
./data/8efo_cleaned.pdb,NC(=O)Nc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC1CCC1)CC3
./data/8efo_cleaned.pdb,NC(=O)c1cccc(C2C[C@@H]3CC[C@@H](C2)N3CCCc2ccccc2)c1
./data/8efo_cleaned.pdb,CCC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)CC1CCCCC1
./data/8efo_cleaned.pdb,Cc1ccccc1-c1ccc(/C=C2/SC(N3CCOCC3)=NC2=O)o1
./data/8efo_cleaned.pdb,COC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCCCC1
./data/8efo_cleaned.pdb,C[C@H]1C2Cc3ccc(C(=O)NCCc4ccc(-c5ccccc5)cc4)cc3[C@@]1(C)CCN2CC1CC1
./data/8efo_cleaned.pdb,CCC1C(=O)N(C2CCN([C@H]3CC[C@@H](C(C)C)CC3)CC2)c2ccccc21
./data/8efo_cleaned.pdb,CCCCCNC(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)CC1CCCCC1
./data/8efo_cleaned.pdb,CC1CN(CCCc2ccccc2)C2C[C@H](N)CC1(c1cccc(O)c1)C2
./data/8efo_cleaned.pdb,COc1ccc2c3c1O[C@@H]1[C@]34CCN(CC3CC3)[C@H](C2)[C@]42CC[C@@]1(OC)[C@@H](COCc1ccc(Cc3nn[nH]n3)cc1)C2
./data/8efo_cleaned.pdb,Cc1cccc(C2(N3CCC4(CC3)C(=O)NCC4c3ccc(F)cc3)CCCCC2)c1
./data/8efo_cleaned.pdb,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(Cc2c(F)cccc2F)C(=O)[C@@H](O)CO)c1.O=C(O)C(F)(F)F
./data/8efo_cleaned.pdb,Clc1cccc(CNCC[C@]2(c3ccccn3)CCOC3(CCCC3)C2)c1
./data/8efo_cleaned.pdb,CN1CC[C@]23CC(=O)CC[C@H]2[C@H]1Cc1ccc(C(N)=O)c(O)c13
./data/8efo_cleaned.pdb,CCOc1ccc(CN2CC3CC3C2)cc1CNC(=O)[C@@H](N)Cc1c(C)cc(O)cc1C.O=C(O)C(F)(F)F
./data/8efo_cleaned.pdb,C[C@@H](Cc1ccsc1)NC(=O)NC[C@H](Cc1ccc2ccccc2c1)N(C)C
./data/8efo_cleaned.pdb,CCN(CC)C(=O)c1ccc(N(c2cccc(C(=O)NC)c2)C2CCN(Cc3ccccc3)CC2)cc1
./data/8efo_cleaned.pdb,COc1ccc2c3c1O[C@@H]1[C@]34CCN(CC3CC3)[C@H](C2)[C@]42CC[C@@]1(OC)[C@@H](COCC(O)CO)C2
./data/8efo_cleaned.pdb,CCCCCCCCCCC(N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
./data/8efo_cleaned.pdb,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
./data/8efo_cleaned.pdb,CCCCNCCN1CN(c2ccccc2)C2(CCN(C3CCCc4c(Cl)cccc43)CC2)C1=O
./data/8efo_cleaned.pdb,O=C(O)[C@@H](CO)Nc1nc2ccccc2n([C@@H]2C[C@@H]3CC[C@H](C2)N3C2CCCCCCC2)c1=O
./data/8efo_cleaned.pdb,Cc1nnc(C(C)C)n1[C@@H]1C[C@@H]2CC[C@H](C1)N2CC[C@@H](NC(=O)C1CCC(F)(F)CC1)c1cccc(NC(=O)COCC(=O)NCCCCCCCNC(=O)COCC(=O)N[C@H]2CC[C@]3(O)[C@@H]4Cc5ccc(O)c6c5[C@]3(CCN4CC3CC3)[C@@H]2O6)c1
./data/8efo_cleaned.pdb,CC1C2Cc3ccc(C(N)=O)cc3C1(C)CCN2CC1CC1
./data/8efo_cleaned.pdb,NC(=O)c1ccc(N2CCCN(Cc3ccc(F)cc3)CC2)nc1
./data/8efo_cleaned.pdb,Oc1ccc2c(c1)[C@]13CCN(CCc4ccccc4)[C@H](CC[C@@H]1O2)C3
./data/8efo_cleaned.pdb,COc1cc2c3c(c1OC)-c1cc4c(cc1CC3N(C)CC2)OCO4
./data/8efo_cleaned.pdb,O=C(Cc1ccccc1)N[C@H]1C[C@]23CCN(CC4CC4)[C@H](Cc4ccc(O)cc42)[C@]32CC[C@@H]1O2
./data/8efo_cleaned.pdb,CC1OC2(CCN(CCc3ccccn3)CC2)CN(c2ccccc2)C1=O
./data/8efo_cleaned.pdb,CCN1CC2(CCN(CCc3ccc(F)cc3F)CC2)O[C@@H](C)C1=O
./data/8efo_cleaned.pdb,COCCO[C@H]1C=CC2C3Cc4ccc(OC)c5c4[C@@]2(CCN3C)C1O5
./data/8efo_cleaned.pdb,CO[C@@H]1C([C@](C)(O)C(C)(C)C)[C@H]2CC[C@@]13Oc1c(O)ccc4c1[C@@]31CCN(CC3CC3)[C@H](C4)C21
./data/8efo_cleaned.pdb,O=c1c(NC[C@@H](O)CO)nc2ccccc2n1C1CCN(C23CC4CC(CC(C4)C2)C3)CC1
./data/8efo_cleaned.pdb,C[C@@H](c1ccc(Cl)nc1)N1[C@H]2CC[C@@H]1C[C@@H](Oc1cccc(C(N)=O)c1)C2
./data/8efo_cleaned.pdb,CN(C)CCC(C(=O)N(C)C)(c1ccccc1)c1ccccc1
./data/8efo_cleaned.pdb,CC(=O)N[C@H](Cc1c[nH]c2c(Br)cccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(N)=O
./data/8efo_cleaned.pdb,COc1ccc2c3c1O[C@H]1[C@@H](OC)[C@H](C)C[C@H]4[C@@H](C2)N(C)CC[C@]314
./data/8efo_cleaned.pdb,COc1ccc2c(c1O)[C@]13CCN(C)C(C2)[C@@]12C/C(=C\c1ccccc1)[C@@H]3c1[nH]c3ccccc3c1C2
./data/8efo_cleaned.pdb,COc1ccc(N(CCCCN2CCC(O)(c3ccc(Cl)c(C(F)(F)F)c3)CC2)c2ccc(OC)cc2)cc1
./data/8efo_cleaned.pdb,CCC[C@@H]1C[C@@](C)(c2cccc(O)c2)[C@@H](C)CN1C
./data/8efo_cleaned.pdb,c1ccc(CNCC[C@]2(c3ccccn3)CCOC3(CCCC3)C2)cc1
./data/8efo_cleaned.pdb,CC(C)[C@H]1CC[C@@H](N2CCC(n3cc(CCNC(N)=S)c4ccccc43)CC2)CC1
./data/8efo_cleaned.pdb,C[C@@H]1CN(CCCc2ccccc2)[C@H]2C[C@H](NCC3CC3)C[C@]1(c1cccc(O)c1)C2.Cl.Cl
./data/8efo_cleaned.pdb,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
./data/8efo_cleaned.pdb,CCOc1ccc(CNCc2ccccc2)cc1CNC(=O)[C@@H](N)Cc1c(C)cc(O)cc1C.O=C(O)C(F)(F)F
./data/8efo_cleaned.pdb,CN(C)[C@]1(c2ccccc2)CC[C@@H](NC(=O)NCCCc2ccccc2)CC1.Cl
./data/8efo_cleaned.pdb,NC(=O)c1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3CCN(CC2CCCCC2)C(=O)[C@@H](O)Cc2ccccc2)c1
./data/8efo_cleaned.pdb,Cl.Oc1ccc(CCN(CCc2cccc(O)c2)CC2CCC2)cc1
./data/8efo_cleaned.pdb,CN(C)C1(c2ccccc2)CCC(c2ccccc2)(N(C)CC(=O)O)CC1
./data/8efo_cleaned.pdb,O=c1c(N2CC3CNCC3C2)nc2ncccc2n1C1CCN(C2CCCCCCC2)CC1
./data/8efo_cleaned.pdb,O=C(N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)CC1CCCCC1)C1(O)CC1
./data/8efo_cleaned.pdb,COCCO[C@H]1C=CC2C3Cc4ccc(OC)c5c4[C@@]2(CCN3C)C1O5
./data/8efo_cleaned.pdb,CCCCN(Cc1ccccc1)C[C@H](O)CN1CN(c2ccc(F)cc2)C2(CCN(CC3CCCCCCC3)CC2)C1=O
./data/8efo_cleaned.pdb,c1cc2c(cc1OCCCOc1ccc3c(c1)[C@]14CCCC[C@@H]1[C@H](C3)N(CC1CCC1)CC4)[C@]13CCCC[C@@H]1[C@H](C2)N(CC1CCC1)CC3
./data/8efo_cleaned.pdb,CC(C)c1ccc2c(c1)C1(CCN(CC3CCCCCCC3)CC1)C(=O)N2C
./data/8efo_cleaned.pdb,C[C@H]1C2Cc3ccc4c(N)ncnc4c3[C@@]1(C)CCN2CC1CC1
./data/8efo_cleaned.pdb,Fc1cccc([C@@H]2C[C@@H]3CC[C@H](C2)N3C(c2ccccc2Cl)c2ccccc2Cl)n1
./data/8efo_cleaned.pdb,Cn1c2c(c3ccccc31)CCN(CCCCN1CCN(c3ccccc3)CC1)C2=O
./data/8efo_cleaned.pdb,C/C=C1/CN2CC[C@]34c5ccccc5N(C)[C@@]35OC[C@]4(C(=O)OC)[C@@H]1C[C@@H]25
./data/8efo_cleaned.pdb,CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccc(F)cc1)NC(=O)CNC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCc1cc(C(F)(F)F)cc(C(F)(F)F)c1
./data/8efo_cleaned.pdb,O=C(Nc1ccccc1F)N1CCC(c2ccccc2)(c2nccn2Cc2ccccc2)CC1
./data/8efo_cleaned.pdb,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1
./data/8efo_cleaned.pdb,Cc1ccc(Nc2nc(N)nc(CN3CCN(c4ccccc4)CC3)n2)cc1Cl
./data/8efo_cleaned.pdb,CN1CCc2cccc3c2[C@@H]1Cc1ccc(O)c(O)c1-3.Cl.O
./data/8efo_cleaned.pdb,CO[C@@H](C(=O)Nc1nnc(N[C@H]2CCN(c3cccnn3)C2)s1)c1ccccc1
./data/8efo_cleaned.pdb,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CC(O)c2ccccc2)CC1
./data/8efo_cleaned.pdb,CN1C(=O)CNC(=O)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)CCCCNC(=O)C[C@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(N)=O)NC(=O)[C@@H]1Cc1ccccc1
./data/8efo_cleaned.pdb,O=C1NCN(c2ccccc2)C12CCN(C1CCCc3c(Cl)cccc31)CC2
./data/8efo_cleaned.pdb,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)NCC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c(C)cc(O)cc1C)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(N)=O
./data/8efo_cleaned.pdb,COc1cccc(N2CNC(=O)C23CCN(C2Cc4cccc5cccc2c45)CC3)c1
./data/8efo_cleaned.pdb,O=C(CO)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(O)c1)C2)Cc1ccc(Cl)cc1
./data/8efo_cleaned.pdb,O=C(Nc1ccccc1)N1C[C@@H]2CC34CCC1C2C31CCN(CC2CC2)C4Cc2ccc(O)cc21
./data/8efo_cleaned.pdb,COc1cccc(CNc2ccc3c(c2)[C@]24CCCC[C@@H]2[C@H](C3)N(CC2CC2)CC4)c1
./data/8efo_cleaned.pdb,NC(=O)c1ccc2c(c1)CCCN2c1cc(F)c(CNC2Cc3ccccc3C2)c(F)c1
./data/8efo_cleaned.pdb,C[C@H]1CN2C[C@H](c3ccccc3)CC[C@H]2C[C@@]1(C)c1cccc(O)c1
./data/8efo_cleaned.pdb,OCCC[C@@H]1[C@H]2CCC[C@]1(c1cccc(O)c1)CCN2CCc1ccccc1
./data/8efo_cleaned.pdb,O=C1NC(=O)[C@]2(CC[C@@]34Cc5ccc(O)cc5[C@@]3(CCN(CC3CC3)C4)C2)N1
./data/8efo_cleaned.pdb,Cc1cc(O)cc(C)c1C[C@@H](N)[C@@H](O)C/C=C/[C@@H](O)[C@H](Cc1ccccc1)C(=O)N[C@H](Cc1ccccc1)C(N)=O
./data/8efo_cleaned.pdb,CCCC(=O)OC1(c2[nH]c3ccccc3c2C)CCC(c2cccc(F)c2)(N(C)C)CC1
./data/8efo_cleaned.pdb,CCC(=O)N(Cc1ccc(C)cc1)C1(C(=O)NCCc2cccc(F)c2)CCN(CCc2ccccc2)CC1
./data/8efo_cleaned.pdb,COc1ccc(CNc2ccc3c(c2)[C@]24CCCC[C@@H]2[C@H](C3)N(CC2CC2)CC4)cc1
./data/8efo_cleaned.pdb,Oc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(CC1CCC1)CC3
./data/8efo_cleaned.pdb,Oc1ccc2c3c1O[C@@H]1c4ncc(-c5ccccc5)cc4C[C@]4(OCCCC5CCOCC5)[C@H](C2)N(CC2CC2)CC[C@@]314
./data/8efo_cleaned.pdb,COc1ccc(CN2C3C4C5CC6C7C5C3C7C2(O)C64)cc1OC
./data/8efo_cleaned.pdb,CN1CC[C@]23CC(=O)[C@@H](CC(=O)NCC4CC4)C[C@@]2(O)[C@H]1Cc1ccc(O)cc13
./data/8efo_cleaned.pdb,C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)C(N)=O
./data/8efo_cleaned.pdb,NC(=O)c1cc(F)cc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1
./data/8efo_cleaned.pdb,CN1CC[C@]23Cc4nc(N)sc4C[C@H]2[C@H]1Cc1ccc(O)cc13
./data/8efo_cleaned.pdb,Oc1cc2c(cc1CNCCCCNCc1cc3c(cc1O)[C@]14CCCC[C@@H]1[C@H](C3)N(CC1CCC1)CC4)C[C@H]1[C@H]3CCCC[C@@]23CCN1CC1CCC1
./data/8efo_cleaned.pdb,Cc1cc(CNCC[C@]2(c3ccccn3)CCOC3(CCCC3)C2)sc1C
./data/8efo_cleaned.pdb,CCN1CC2(CCN(CCc3ccccc3F)CC2)O[C@@H](C)C1=O
./data/8efo_cleaned.pdb,CC1(C)c2cc(O)ccc2CCC1NCC1CC1
./data/8efo_cleaned.pdb,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N[C@@H](C)C(=O)NCC(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCc1cc(C(F)(F)F)cc(C(F)(F)F)c1
./data/8efo_cleaned.pdb,CC[C@H]1CN2CC[C@]3(O)C(=Nc4cccc(-c5ccoc5)c43)[C@H]2C[C@H]1/C(=C\OC)C(=O)OC
./data/8efo_cleaned.pdb,C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
./data/8efo_cleaned.pdb,O=C(NCC1NCCc2ccccc21)c1ccc(OC(F)(F)F)cc1
./data/8efo_cleaned.pdb,COc1ccc2c3c1O[C@@H]1C(=O)CC[C@]4(NC(=O)/C=C/c5ccc(Cl)cc5)[C@H](C2)N(CC2CC2)CC[C@@]314
./data/8efo_cleaned.pdb,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
./data/8efo_cleaned.pdb,CN(C)C[C@]1(c2cccc(F)n2)C[C@@H]2CC[C@H](C1)N2C(c1ccccc1Cl)c1ccccc1Cl
./data/8efo_cleaned.pdb,CC[C@]12CCN(C[C@@H](O)c3ccccc3)C[C@H]1Oc1ccc(O)cc12
./data/8efo_cleaned.pdb,N=C(N)NCCC[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](CS)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@H](CS)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
./data/8efo_cleaned.pdb,Oc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(CC1CC1)CC3
./data/8efo_cleaned.pdb,O=C(O)c1nc2ccccc2n([C@@H]2C[C@@H]3CCC[C@H](C2)N3C2CC3CCCC(C3)C2)c1=O
./data/8efo_cleaned.pdb,C[C@@H]1[C@@H]2CC[C@H](c3ccccc3)CN2CC[C@]1(C)c1cccc(O)c1
./data/8efo_cleaned.pdb,CO[C@H]1Cc2ccc(O)cc2C(C)(C)[C@@H]1N
./data/8efo_cleaned.pdb,CC1OC2(CCN(CCc3cccc(F)c3)CC2)CN(c2ccccc2)C1=O
./data/8efo_cleaned.pdb,CCc1ccc2nc(N3CCC(N[C@H]4CCCOC4)CC3)c(-c3nc(C)no3)cc2c1
./data/8efo_cleaned.pdb,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N(C)[C@H](C)C(=O)N[C@H]1Cc2ccccc2CN(CC(N)=O)C1=O
./data/8efo_cleaned.pdb,CN1C(=O)CNC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccc(O)cc2)CNC(=O)C[C@H](C(=O)N2CCC[C@@H]2C(=O)N[C@H](CCC(N)=O)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](Cc2ccccc2)C(N)=O)NC(=O)[C@H]1Cc1ccccc1
./data/8efo_cleaned.pdb,Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2ccccc2C[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
./data/8efo_cleaned.pdb,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)N[C@@H](Cc2cccc3ccccc23)C(=O)O)CC[C@@]1(C)c1cccc(O)c1
./data/8efo_cleaned.pdb,C/C=C1/CN2CC[C@]34c5cc(O)ccc5N(C)[C@@]35OC[C@]4(C(=O)OC)[C@@H]1C[C@@H]25
./data/8efo_cleaned.pdb,CC(C)(CO)C(=O)N(CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc(C(N)=O)c1)C2)CC1CCCC1.O=C(O)C(F)(F)F
./data/8efo_cleaned.pdb,CN1CC[C@]23CC(=O)CC[C@H]2[C@H]1Cc1ccc(C(N)=O)c(O)c13
./data/8efo_cleaned.pdb,CC(c1ccc(Cl)cc1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1
./data/8efo_cleaned.pdb,CCN(CC)C(=O)c1ccc(N(c2cccc(OC)c2)C2CCN(CCc3ccsc3)CC2)cc1
./data/8efo_cleaned.pdb,COc1ccc2c3c1O[C@@H]1[C@]34CCN(CC3CC3)[C@H](C2)[C@]42CC[C@@]1(OC)[C@@H](C(C)(C)OCc1ccccc1)C2
./data/8efo_cleaned.pdb,CCS(=O)(=O)NCc1ccc(CC(=O)N(C)[C@H](CN2CC[C@H](O)C2)c2ccccc2)cc1
